,Categoria,Fecha,Cantidad
5397,01 Higiénicos Masivos,2021-03-13,270804.12
5398,38 Pañales Adultos,2021-01-26,902.77
5399,10 Toallas Femeninas,2020-07-27,4296.1
5400,02 Rollos de Cocina,2019-10-17,39299.98
5401,10 Toallas Femeninas,2020-09-20,17.88
5402,03 Servilletas Masivos,2020-11-23,29458.37
5403,02 Rollos de Cocina,2020-06-05,67288.77
5404,01 Higiénicos Masivos,2020-09-14,305162.33
5405,38 Pañales Adultos,2019-11-26,857.66
5406,04 Pañuelos Masivos,2021-04-05,31.38
5407,11 Toallas Húmedas,2021-06-22,1356.53
5408,38 Pañales Adultos,2019-11-29,858.36
5409,01 Higiénicos Masivos,2021-03-16,263497.12
5410,10 Toallas Femeninas,2021-03-22,5792.86
5411,02 Rollos de Cocina,2020-12-08,63276.55
5412,03 Servilletas Masivos,2019-10-05,59608.76
5413,11 Toallas Húmedas,2019-10-27,19.97
5414,01 Mascotas,2020-10-31,91.18
5415,10 Toallas Femeninas,2020-09-17,4461.25
5416,38 Pañales Adultos,2020-06-02,912.1
5417,10 Toallas Femeninas,2021-05-24,4523.94
5418,01 Mascotas,2021-03-23,9.96
5419,02 Rollos de Cocina,2021-01-20,81808.46
5420,05 Pañales Bebe,2020-01-13,48991.97
5421,04 Pañuelos Masivos,2020-10-18,16.86
5422,03 Servilletas Masivos,2020-09-24,22750.96
5423,01 Higiénicos Masivos,2020-07-10,235829.64
5424,01 Higiénicos Masivos,2021-01-12,358697.77
5425,11 Toallas Húmedas,2019-09-17,668.95
5426,10 Toallas Femeninas,2020-04-01,2495.59
5427,38 Pañales Adultos,2019-10-17,656.8
5428,01 Mascarilla ,2021-01-18,10.06
5429,02 Rollos de Cocina,2020-01-14,48857.96
5430,10 Toallas Femeninas,2020-11-22,186.33
5431,05 Pañales Bebe,2020-01-16,59936.46
5432,38 Pañales Adultos,2020-04-23,833.9
5433,11 Toallas Húmedas,2021-05-16,96.6
5434,11 Toallas Húmedas,2020-03-21,421.63
5435,03 Servilletas Masivos,2020-03-19,26118.69
5436,10 Toallas Femeninas,2021-05-27,3861.42
5437,02 Rollos de Cocina,2020-07-15,65011.06
5438,01 Higiénicos Masivos,2020-07-13,305547.74
5439,01 Mascotas,2021-03-26,5.58
5440,04 Pañuelos Masivos,2020-10-15,84.33
5441,03 Servilletas Masivos,2020-09-21,19336.76
5442,11 Toallas Húmedas,2020-09-23,980.27
5443,02 Rollos de Cocina,2021-01-17,1188.92
5444,38 Pañales Adultos,2021-03-21,0.58
5445,04 Pañuelos Masivos,2019-12-11,204.05
5446,11 Toallas Húmedas,2019-11-19,793.02
5447,03 Servilletas Masivos,2019-10-25,60552.61
5448,02 Rollos de Cocina,2020-02-20,44362.47
5449,01 Higiénicos Masivos,2019-09-22,17115.19
5450,01 Higiénicos Masivos,2020-05-14,396979.95
5451,10 Toallas Femeninas,2021-01-18,4858.11
5452,03 Servilletas Masivos,2020-12-13,178.35
5453,02 Rollos de Cocina,2021-04-13,52929.14
5454,01 Mascotas,2021-01-02,2.33
5455,03 Servilletas Masivos,2021-06-17,20152.13
5456,10 Toallas Femeninas,2021-01-24,207.63
5457,01 Higiénicos Masivos,2020-11-10,295135.39
5458,11 Toallas Húmedas,2019-11-16,721.11
5459,05 Pañales Bebe,2020-05-18,43399.72
5460,04 Pañuelos Masivos,2020-06-17,41.4
5461,11 Toallas Húmedas,2020-05-20,888.54
5462,01 Mascotas,2020-06-30,1.21
5463,01 Higiénicos Masivos,2020-05-11,396900.02
5464,38 Pañales Adultos,2021-03-18,659.41
5465,10 Toallas Femeninas,2019-12-03,3043.99
5466,11 Toallas Húmedas,2019-11-22,555.43
5467,04 Pañuelos Masivos,2019-12-14,97.54
5468,01 Mascotas,2020-12-30,25.79
5469,03 Servilletas Masivos,2020-06-13,23525.33
5470,38 Pañales Adultos,2021-03-24,865.22
5471,05 Pañales Bebe,2019-11-14,37412.08
5472,03 Servilletas Masivos,2019-10-22,50603.08
5473,02 Rollos de Cocina,2020-10-09,55565.09
5474,01 Higiénicos Masivos,2020-06-24,354264.98
5475,10 Toallas Femeninas,2021-04-15,4365.39
5476,05 Pañales Bebe,2019-12-28,49476.0
5477,11 Toallas Húmedas,2019-10-03,581.37
5478,02 Rollos de Cocina,2020-07-02,60582.88
5479,11 Toallas Húmedas,2021-05-29,860.04
5480,02 Rollos de Cocina,2019-11-10,658.58
5481,10 Toallas Femeninas,2020-10-14,4684.29
5482,01 Mascotas,2020-08-13,6.79
5483,04 Pañuelos Masivos,2019-09-03,175.21
5484,01 Higiénicos Masivos,2020-06-21,3919.0
5485,38 Pañales Adultos,2020-05-06,1531.73
5486,01 Higiénicos Masivos,2020-12-24,160513.68
5487,03 Servilletas Masivos,2020-09-02,25791.46
5488,04 Pañuelos Masivos,2020-03-07,216.36
5489,10 Toallas Femeninas,2020-10-08,5871.24
5490,11 Toallas Húmedas,2020-04-06,619.58
5491,05 Pañales Bebe,2020-07-01,57709.52
5492,01 Higiénicos Masivos,2020-06-27,307283.03
5493,03 Servilletas Masivos,2021-03-07,365.5
5494,04 Pañuelos Masivos,2021-04-23,65.81
5495,11 Toallas Húmedas,2020-04-09,68.24
5496,11 Toallas Húmedas,2019-10-06,48.79
5497,01 Mascotas,2020-08-07,3.92
5498,04 Pañuelos Masivos,2021-04-29,117.51
5499,38 Pañales Adultos,2019-11-02,683.82
5500,02 Rollos de Cocina,2020-06-29,35282.69
5501,38 Pañales Adultos,2021-06-28,79.54
5502,38 Pañales Adultos,2019-11-08,1094.03
5503,04 Pañuelos Masivos,2020-10-28,90.93
5504,10 Toallas Femeninas,2020-10-17,4651.31
5505,01 Higiénicos Masivos,2019-12-30,535759.96
5506,38 Pañales Adultos,2020-11-05,1016.04
5507,11 Toallas Húmedas,2020-10-06,789.67
5508,05 Pañales Bebe,2021-02-27,120446.94
5509,10 Toallas Femeninas,2021-06-06,129.12
5510,01 Mascotas,2020-02-12,0.29
5511,01 Higiénicos Masivos,2021-02-17,217511.23
5512,11 Toallas Húmedas,2020-04-03,446.83
5513,03 Servilletas Masivos,2021-05-01,226.5
5514,05 Pañales Bebe,2021-02-24,60170.2
5515,01 Higiénicos Masivos,2020-06-30,669142.73
5516,04 Pañuelos Masivos,2019-09-06,179.72
5517,01 Mascotas,2020-02-15,1.33
5518,02 Rollos de Cocina,2020-01-04,34112.39
5519,01 Mascarilla ,2021-01-31,3.43
5520,01 Higiénicos Masivos,2019-12-27,439136.19
5521,10 Toallas Femeninas,2020-04-17,7230.69
5522,02 Rollos de Cocina,2020-07-08,52033.66
5523,11 Toallas Húmedas,2020-03-31,883.55
5524,05 Pañales Bebe,2020-01-03,28685.94
5525,03 Servilletas Masivos,2020-03-06,57528.62
5526,04 Pañuelos Masivos,2020-10-31,273.37
5527,04 Pañuelos Masivos,2020-10-25,0.36
5528,10 Toallas Femeninas,2020-04-11,4585.04
5529,03 Servilletas Masivos,2020-09-08,23270.74
5530,11 Toallas Húmedas,2020-10-03,657.61
5531,02 Rollos de Cocina,2020-01-01,1762.0
5532,38 Pañales Adultos,2020-11-02,479.18
5533,03 Servilletas Masivos,2021-04-28,14556.83
5534,01 Mascarilla ,2021-01-28,25.93
5535,04 Pañuelos Masivos,2020-04-28,56.26
5536,38 Pañales Adultos,2020-04-30,1292.97
5537,04 Pañuelos Masivos,2019-09-09,126.14
5538,03 Servilletas Masivos,2019-09-05,61035.51
5539,05 Pañales Bebe,2021-02-21,1197.93
5540,01 Mascarilla ,2021-02-03,25.35
5541,10 Toallas Femeninas,2020-04-14,5053.3
5542,01 Mascotas,2021-04-05,1.0
5543,03 Servilletas Masivos,2020-03-09,59894.21
5544,01 Higiénicos Masivos,2019-12-24,216446.85
5545,02 Rollos de Cocina,2020-07-05,2643.5
5546,11 Toallas Húmedas,2020-06-09,989.85
5547,04 Pañuelos Masivos,2021-06-23,275.92
5548,03 Servilletas Masivos,2021-05-07,18196.47
5549,02 Rollos de Cocina,2021-02-25,68615.37
5550,05 Pañales Bebe,2020-08-31,54591.0
5551,01 Higiénicos Masivos,2021-02-26,448842.47
5552,10 Toallas Femeninas,2020-12-08,4175.47
5553,10 Toallas Femeninas,2019-10-20,821.98
5554,11 Toallas Húmedas,2020-06-03,692.95
5555,04 Pañuelos Masivos,2020-11-03,56.17
5556,01 Mascotas,2020-10-07,6.2
5557,01 Mascarilla ,2020-11-28,5.25
5558,05 Pañales Bebe,2020-08-25,35473.7
5559,04 Pañuelos Masivos,2020-05-01,2.41
5560,10 Toallas Femeninas,2021-06-12,4806.03
5561,11 Toallas Húmedas,2020-12-06,64.63
5562,10 Toallas Femeninas,2019-10-14,4307.44
5563,04 Pañuelos Masivos,2020-05-04,32.71
5564,01 Higiénicos Masivos,2021-02-20,216929.76
5565,38 Pañales Adultos,2020-07-03,985.26
5566,01 Mascarilla ,2021-06-02,42.64
5567,03 Servilletas Masivos,2019-09-08,910.88
5568,03 Servilletas Masivos,2020-11-02,17443.69
5569,04 Pañuelos Masivos,2019-10-31,435.84
5570,04 Pañuelos Masivos,2021-06-26,68.63
5571,38 Pañales Adultos,2020-07-09,645.8
5572,03 Servilletas Masivos,2020-03-12,90953.91
5573,11 Toallas Húmedas,2019-12-03,369.15
5574,10 Toallas Femeninas,2021-06-09,4470.43
5575,05 Pañales Bebe,2020-08-28,41559.15
5576,01 Higiénicos Masivos,2020-01-02,154389.35
5577,01 Mascotas,2021-04-08,4.83
5578,02 Rollos de Cocina,2021-02-28,30515.67
5579,11 Toallas Húmedas,2020-06-06,889.71
5580,03 Servilletas Masivos,2020-10-30,20185.39
5581,10 Toallas Femeninas,2021-06-15,4410.23
5582,01 Mascotas,2021-04-14,2.8
5583,01 Mascotas,2020-10-10,30.38
5584,05 Pañales Bebe,2021-03-02,26486.85
5585,03 Servilletas Masivos,2021-05-04,27632.86
5586,01 Mascarilla ,2020-12-01,1.45
5587,02 Rollos de Cocina,2020-01-07,50912.94
5588,10 Toallas Femeninas,2019-10-17,4337.85
5589,03 Servilletas Masivos,2019-09-11,52494.37
5590,01 Higiénicos Masivos,2021-02-23,274677.88
5591,01 Mascarilla ,2021-06-05,2.95
5592,01 Mascotas,2020-02-18,0.21
5593,02 Rollos de Cocina,2021-03-03,55856.47
5594,01 Higiénicos Masivos,2020-08-21,323387.23
5595,38 Pañales Adultos,2020-07-06,1091.19
5596,05 Pañales Bebe,2020-02-24,27655.9
5597,38 Pañales Adultos,2020-01-02,522.17
5598,10 Toallas Femeninas,2020-04-20,5215.03
5599,01 Mascarilla ,2020-12-04,2.2
5600,03 Servilletas Masivos,2019-09-14,47695.07
5601,02 Rollos de Cocina,2020-02-28,49606.92
5602,38 Pañales Adultos,2021-01-02,296.48
5603,04 Pañuelos Masivos,2020-12-28,98.14
5604,05 Pañales Bebe,2020-03-04,33260.2
5605,10 Toallas Femeninas,2020-12-14,4992.19
5606,01 Mascotas,2020-10-13,20.71
5607,02 Rollos de Cocina,2020-09-01,57521.79
5608,03 Servilletas Masivos,2020-11-08,721.64
5609,38 Pañales Adultos,2021-01-05,1182.54
5610,03 Servilletas Masivos,2020-05-06,21227.65
5611,01 Higiénicos Masivos,2020-02-26,339640.05
5612,05 Pañales Bebe,2020-02-27,28284.99
5613,11 Toallas Húmedas,2021-06-04,1067.52
5614,01 Higiénicos Masivos,2020-08-30,1652.0
5615,11 Toallas Húmedas,2019-10-09,550.5
5616,10 Toallas Femeninas,2020-06-11,5074.67
5617,38 Pañales Adultos,2019-11-11,798.75
5618,01 Higiénicos Masivos,2020-08-24,271832.04
5619,04 Pañuelos Masivos,2019-11-06,271.0
5620,02 Rollos de Cocina,2021-03-06,62505.31
5621,05 Pañales Bebe,2021-04-23,23464.16
5622,01 Mascarilla ,2020-12-07,1.6
5623,01 Higiénicos Masivos,2020-02-23,3398.43
5624,02 Rollos de Cocina,2020-03-02,36493.54
5625,11 Toallas Húmedas,2020-11-30,1579.51
5626,38 Pañales Adultos,2020-12-30,1498.12
5627,11 Toallas Húmedas,2020-12-03,894.95
5628,04 Pañuelos Masivos,2020-12-25,3.0
5629,10 Toallas Femeninas,2020-12-11,3690.16
5630,01 Mascotas,2020-10-16,8.17
5631,04 Pañuelos Masivos,2020-05-07,160.98
5632,02 Rollos de Cocina,2020-09-04,75823.07
5633,38 Pañales Adultos,2020-06-30,1342.09
5634,04 Pañuelos Masivos,2019-11-03,0.5
5635,03 Servilletas Masivos,2020-11-05,26398.33
5636,10 Toallas Femeninas,2020-06-14,843.0
5637,02 Rollos de Cocina,2020-08-29,60243.8
5638,01 Mascotas,2020-04-13,0.29
5639,10 Toallas Femeninas,2020-12-17,4411.56
5640,05 Pañales Bebe,2020-03-01,143.13
5641,11 Toallas Húmedas,2019-10-12,620.52
5642,01 Higiénicos Masivos,2020-08-27,410048.88
5643,01 Higiénicos Masivos,2021-04-19,262600.11
5644,11 Toallas Húmedas,2021-02-02,1070.4
5645,04 Pañuelos Masivos,2020-07-01,66.37
5646,10 Toallas Femeninas,2019-12-11,4765.74
5647,38 Pañales Adultos,2021-03-04,823.28
5648,01 Mascarilla ,2020-09-28,2.0
5649,02 Rollos de Cocina,2019-09-01,322.79
5650,03 Servilletas Masivos,2021-06-28,3222.75
5651,04 Pañuelos Masivos,2021-01-03,2.96
5652,05 Pañales Bebe,2019-09-03,31658.25
5653,05 Pañales Bebe,2021-04-26,31387.38
5654,02 Rollos de Cocina,2020-03-05,63737.14
5655,03 Servilletas Masivos,2019-11-05,51967.2
5656,10 Toallas Femeninas,2019-12-17,4400.94
5657,01 Mascotas,2021-06-11,2.08
5658,01 Mascotas,2021-06-08,0.63
5659,05 Pañales Bebe,2020-10-25,726.97
5660,11 Toallas Húmedas,2020-07-31,1726.0
5661,02 Rollos de Cocina,2021-04-30,111682.96
5662,38 Pañales Adultos,2020-09-02,922.1
5663,38 Pañales Adultos,2021-03-07,0.88
5664,02 Rollos de Cocina,2020-03-08,1683.7
5665,10 Toallas Femeninas,2019-12-14,3671.47
5666,01 Higiénicos Masivos,2021-04-22,316468.48
5667,03 Servilletas Masivos,2020-05-12,19948.32
5668,02 Rollos de Cocina,2019-09-04,51977.21
5669,10 Toallas Femeninas,2020-06-17,4038.69
5670,11 Toallas Húmedas,2021-02-05,1089.11
5671,05 Pañales Bebe,2021-04-29,41450.75
5672,01 Higiénicos Masivos,2020-03-03,282646.3
5673,05 Pañales Bebe,2019-09-06,41569.49
5674,04 Pañuelos Masivos,2020-12-31,166.44
5675,03 Servilletas Masivos,2019-11-08,52903.48
5676,02 Rollos de Cocina,2021-04-27,59716.66
5677,01 Higiénicos Masivos,2020-02-29,545072.81
5678,01 Mascotas,2021-06-05,2.94
5679,01 Mascarilla ,2020-10-01,0.05
5680,03 Servilletas Masivos,2020-05-09,13567.41
5681,05 Pañales Bebe,2020-10-22,39025.77
5682,01 Higiénicos Masivos,2021-04-25,2735.0
5683,01 Mascarilla ,2021-04-05,4.19
5684,11 Toallas Húmedas,2020-08-03,961.8
5685,03 Servilletas Masivos,2020-12-30,29705.72
5686,04 Pañuelos Masivos,2021-02-24,68.04
5687,10 Toallas Femeninas,2021-02-13,4481.62
5688,02 Rollos de Cocina,2020-10-29,98485.72
5689,01 Higiénicos Masivos,2019-09-02,301065.65
5690,05 Pañales Bebe,2020-04-28,40205.71
5691,01 Mascotas,2020-12-07,2.79
5692,38 Pañales Adultos,2020-01-11,1000.77
5693,11 Toallas Húmedas,2021-01-27,1643.27
5694,03 Servilletas Masivos,2019-11-11,68134.77
5695,01 Higiénicos Masivos,2020-10-24,440051.14
5696,04 Pañuelos Masivos,2019-12-31,313.27
5697,03 Servilletas Masivos,2021-01-02,6398.47
5698,01 Mascarilla ,2021-05-27,8.19
5699,11 Toallas Húmedas,2019-12-09,538.31
5700,11 Toallas Húmedas,2020-12-21,815.31
5701,05 Pañales Bebe,2020-06-10,35358.88
5702,02 Rollos de Cocina,2021-06-12,65930.12
5703,04 Pañuelos Masivos,2020-02-12,158.16
5704,11 Toallas Húmedas,2020-04-30,728.3
5705,11 Toallas Húmedas,2021-06-25,1248.89
5706,04 Pañuelos Masivos,2020-02-09,0.19
5707,38 Pañales Adultos,2021-01-20,1390.77
5708,03 Servilletas Masivos,2021-05-31,28431.61
5709,01 Higiénicos Masivos,2021-03-22,297751.72
5710,01 Mascotas,2021-05-05,10.38
5711,05 Pañales Bebe,2019-12-07,35832.14
5712,03 Servilletas Masivos,2020-11-26,24498.8
5713,04 Pañuelos Masivos,2020-08-13,100.0
5714,02 Rollos de Cocina,2020-06-08,73023.05
5715,11 Toallas Húmedas,2021-06-19,1184.27
5716,05 Pañales Bebe,2020-06-07,27.0
5717,04 Pañuelos Masivos,2021-04-02,6.83
5718,01 Higiénicos Masivos,2021-03-19,212518.15
5719,11 Toallas Húmedas,2019-10-30,761.37
5720,05 Pañales Bebe,2019-12-04,38007.97
5721,03 Servilletas Masivos,2019-10-02,44505.55
5722,02 Rollos de Cocina,2020-12-11,99802.3
5723,10 Toallas Femeninas,2021-03-25,5295.33
5724,01 Mascotas,2021-05-08,0.88
5725,38 Pañales Adultos,2020-05-30,799.13
5726,03 Servilletas Masivos,2021-05-28,18437.85
5727,02 Rollos de Cocina,2019-09-10,53750.86
5728,10 Toallas Femeninas,2021-02-07,196.79
5729,05 Pañales Bebe,2020-10-31,62274.3
5730,01 Higiénicos Masivos,2021-04-28,265128.64
5731,02 Rollos de Cocina,2020-11-01,3996.08
5732,03 Servilletas Masivos,2020-07-03,17371.13
5733,03 Servilletas Masivos,2021-01-05,26331.52
5734,04 Pañuelos Masivos,2020-07-04,72.09
5735,11 Toallas Húmedas,2021-01-30,1617.9
5736,38 Pañales Adultos,2020-01-08,1199.05
5737,01 Mascotas,2020-12-10,30.63
5738,05 Pañales Bebe,2020-05-01,11074.78
5739,10 Toallas Femeninas,2020-08-08,4300.85
5740,38 Pañales Adultos,2021-03-01,488.03
5741,01 Mascotas,2021-06-14,2.83
5742,02 Rollos de Cocina,2020-10-26,44821.51
5743,10 Toallas Femeninas,2019-12-20,3614.99
5744,05 Pañales Bebe,2020-10-28,41664.64
5745,01 Mascarilla ,2021-05-30,0.28
5746,01 Mascarilla ,2020-10-07,1.65
5747,01 Higiénicos Masivos,2020-10-21,286770.69
5748,01 Higiénicos Masivos,2020-10-27,424986.23
5749,38 Pañales Adultos,2021-02-26,795.45
5750,04 Pañuelos Masivos,2020-01-03,74.72
5751,11 Toallas Húmedas,2019-12-12,610.06
5752,05 Pañales Bebe,2021-06-20,1246.83
5753,02 Rollos de Cocina,2021-05-03,56282.38
5754,05 Pañales Bebe,2020-04-25,41199.12
5755,02 Rollos de Cocina,2019-09-07,43906.76
5756,04 Pañuelos Masivos,2019-12-28,120.68
5757,11 Toallas Húmedas,2019-12-06,584.6
5758,10 Toallas Femeninas,2021-02-10,4054.34
5759,02 Rollos de Cocina,2020-04-02,67728.27
5760,38 Pañales Adultos,2020-04-11,996.91
5761,05 Pañales Bebe,2020-12-29,65196.15
5762,01 Higiénicos Masivos,2021-06-26,212881.43
5763,11 Toallas Húmedas,2021-03-25,1018.53
5764,04 Pañuelos Masivos,2020-06-30,192.58
5765,03 Servilletas Masivos,2020-06-06,21405.53
5766,38 Pañales Adultos,2019-10-08,273.1
5767,01 Higiénicos Masivos,2020-05-04,301595.51
5768,02 Rollos de Cocina,2019-09-29,862.58
5769,02 Rollos de Cocina,2021-05-25,78270.11
5770,38 Pañales Adultos,2021-06-03,612.36
5771,10 Toallas Femeninas,2019-12-16,4053.98
5772,03 Servilletas Masivos,2021-01-24,733.56
5773,01 Higiénicos Masivos,2019-11-03,14741.57
5774,01 Mascarilla ,2021-01-30,38.0
5775,11 Toallas Húmedas,2020-02-01,525.4
5776,01 Mascotas,2020-07-16,9.83
5777,04 Pañuelos Masivos,2019-12-30,203.44
5778,03 Servilletas Masivos,2019-12-06,69124.67
5779,10 Toallas Femeninas,2021-02-06,5929.75
5780,11 Toallas Húmedas,2020-08-05,937.72
5781,01 Mascotas,2020-07-22,4.25
5782,11 Toallas Húmedas,2020-07-27,920.54
5783,38 Pañales Adultos,2020-04-08,803.08
5784,02 Rollos de Cocina,2020-11-23,60204.87
5785,03 Servilletas Masivos,2021-02-02,24111.98
5786,04 Pañuelos Masivos,2021-02-26,108.97
5787,02 Rollos de Cocina,2021-05-28,91956.04
5788,10 Toallas Femeninas,2020-08-13,5409.74
5789,05 Pañales Bebe,2020-07-08,36359.22
5790,02 Rollos de Cocina,2019-10-02,34004.81
5791,01 Mascotas,2021-03-11,2.42
5792,01 Higiénicos Masivos,2020-12-31,604292.62
5793,03 Servilletas Masivos,2021-01-27,32889.95
5794,05 Pañales Bebe,2020-07-02,41526.08
5795,01 Higiénicos Masivos,2020-06-28,23.0
5796,05 Pañales Bebe,2021-01-04,22363.07
5797,04 Pañuelos Masivos,2020-08-24,83.25
5798,11 Toallas Húmedas,2020-08-02,45.88
5799,38 Pañales Adultos,2020-10-11,3.25
5800,03 Servilletas Masivos,2019-12-09,43685.01
5801,02 Rollos de Cocina,2020-11-26,62085.16
5802,11 Toallas Húmedas,2021-02-01,1096.0
5803,10 Toallas Femeninas,2021-02-12,4366.04
5804,04 Pañuelos Masivos,2021-02-23,56.22
5805,03 Servilletas Masivos,2021-01-30,30670.74
5806,03 Servilletas Masivos,2020-07-28,7055.59
5807,05 Pañales Bebe,2020-01-01,1487.5
5808,10 Toallas Femeninas,2020-08-10,5696.53
5809,02 Rollos de Cocina,2021-05-31,142607.41
5810,04 Pañuelos Masivos,2021-03-01,48.75
5811,01 Higiénicos Masivos,2020-12-28,485894.1
5812,05 Pañales Bebe,2020-07-05,1516.73
5813,10 Toallas Femeninas,2020-02-06,5685.04
5814,02 Rollos de Cocina,2019-10-05,42748.23
5815,10 Toallas Femeninas,2020-02-09,22.8
5816,38 Pañales Adultos,2020-10-08,993.32
5817,01 Higiénicos Masivos,2020-06-25,319247.02
5818,05 Pañales Bebe,2019-12-29,3010.1
5819,11 Toallas Húmedas,2020-07-30,943.15
5820,11 Toallas Húmedas,2020-03-30,620.91
5821,05 Pañales Bebe,2020-01-04,32110.46
5822,11 Toallas Húmedas,2020-10-02,860.68
5823,01 Mascotas,2021-03-17,14.67
5824,38 Pañales Adultos,2019-12-05,450.15
5825,01 Mascarilla ,2020-11-30,1.58
5826,02 Rollos de Cocina,2019-11-26,43120.97
5827,03 Servilletas Masivos,2020-08-06,28804.07
5828,02 Rollos de Cocina,2020-05-30,94449.99
5829,38 Pañales Adultos,2020-06-08,817.9
5830,10 Toallas Femeninas,2020-02-12,4660.56
5831,04 Pañuelos Masivos,2020-02-26,116.56
5832,03 Servilletas Masivos,2020-07-31,26216.38
5833,01 Higiénicos Masivos,2020-07-04,292686.21
5834,10 Toallas Femeninas,2021-04-05,5271.81
5835,38 Pañales Adultos,2020-12-11,790.17
5836,05 Pañales Bebe,2020-01-07,38858.73
5837,02 Rollos de Cocina,2020-12-02,64661.23
5838,01 Mascotas,2020-09-12,11.6
5839,01 Higiénicos Masivos,2019-12-31,383288.47
5840,11 Toallas Húmedas,2020-03-27,450.09
5841,01 Mascotas,2021-03-20,1.58
5842,05 Pañales Bebe,2021-02-28,4215.17
5843,10 Toallas Femeninas,2020-02-15,3277.63
5844,38 Pañales Adultos,2019-12-08,2.67
5845,38 Pañales Adultos,2020-06-11,989.31
5846,11 Toallas Húmedas,2020-04-02,409.27
5847,01 Mascarilla ,2020-12-03,2.78
5848,10 Toallas Femeninas,2020-10-04,169.55
5849,04 Pañuelos Masivos,2020-02-23,0.46
5850,03 Servilletas Masivos,2020-01-30,65628.13
5851,01 Higiénicos Masivos,2021-02-21,2010.36
5852,05 Pañales Bebe,2021-02-25,42166.57
5853,02 Rollos de Cocina,2020-05-27,77170.79
5854,10 Toallas Femeninas,2021-04-08,4860.23
5855,01 Higiénicos Masivos,2019-12-28,553204.75
5856,01 Higiénicos Masivos,2020-07-01,464365.11
5857,03 Servilletas Masivos,2020-08-03,18409.28
5858,04 Pañuelos Masivos,2020-08-27,133.19
5859,02 Rollos de Cocina,2020-11-29,18782.75
5860,05 Pañales Bebe,2020-08-29,40857.12
5861,02 Rollos de Cocina,2019-12-02,26244.69
5862,01 Higiénicos Masivos,2020-01-03,256889.94
5863,03 Servilletas Masivos,2020-02-05,57695.9
5864,04 Pañuelos Masivos,2020-02-29,213.56
5865,10 Toallas Femeninas,2020-10-07,5516.83
5866,05 Pañales Bebe,2021-03-03,28439.27
5867,11 Toallas Húmedas,2021-03-31,1644.06
5868,01 Mascotas,2020-09-18,4.57
5869,03 Servilletas Masivos,2021-03-29,23244.92
5870,04 Pañuelos Masivos,2021-04-22,95.8
5871,01 Mascotas,2020-03-16,0.21
5872,01 Higiénicos Masivos,2021-02-24,307037.1
5873,03 Servilletas Masivos,2020-02-02,1008.85
5874,10 Toallas Femeninas,2021-04-11,220.0
5875,38 Pañales Adultos,2020-12-05,1267.38
5876,11 Toallas Húmedas,2020-09-26,868.37
5877,05 Pañales Bebe,2021-03-06,31201.42
5878,03 Servilletas Masivos,2020-02-08,52394.22
5879,04 Pañuelos Masivos,2020-03-03,353.11
5880,05 Pañales Bebe,2020-09-01,26268.59
5881,01 Higiénicos Masivos,2020-01-06,413365.99
5882,01 Higiénicos Masivos,2021-02-27,971499.65
5883,38 Pañales Adultos,2021-06-09,980.66
5884,10 Toallas Femeninas,2020-04-07,5310.91
5885,10 Toallas Femeninas,2020-10-10,4762.81
5886,02 Rollos de Cocina,2019-11-29,44725.48
5887,01 Mascarilla ,2021-01-24,1.2
5888,38 Pañales Adultos,2019-10-14,983.5
5889,11 Toallas Húmedas,2021-04-03,572.43
5890,01 Mascotas,2020-09-21,12.21
5891,02 Rollos de Cocina,2021-01-23,87599.24
5892,02 Rollos de Cocina,2020-06-02,64989.99
5893,11 Toallas Húmedas,2021-03-28,41.33
5894,03 Servilletas Masivos,2021-03-26,20772.75
5895,38 Pañales Adultos,2020-06-05,583.54
5896,01 Mascotas,2020-03-13,0.33
5897,38 Pañales Adultos,2020-12-08,617.56
5898,04 Pañuelos Masivos,2020-10-21,102.47
5899,11 Toallas Húmedas,2020-09-29,1138.21
5900,01 Mascotas,2020-09-15,46.74
