,SKU,Fecha,Cantidad
75832,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-04-26,10.0
75833,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-02-10,2046.0
75834,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-03-10,2160.17
75837,SE ELITE CORTADA 1000 X 12,2021-06-05,163.58
75838,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-05-14,8987.5
75839,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-02-07,4069.5
75840,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-10-04,0.04
75842,PH HIGIENOL DH 4x6 40 METROS,2019-12-11,7205.12
75843,PH ELITE DUO  DH 4x12 25 METROS,2020-12-10,8051.33
75846,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-04-08,802.67
75849,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-06-07,104.2
75855,RC NOVA DH MEGAROLLO  2 X 6,2020-02-04,2375.5
75860,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-01-22,33867.17
75861,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-11-29,1.83
75864,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-04-04,7.0
75865, PH ELITE PLUS DH VERTICAL 6 X 8,2020-10-16,1099.38
75868,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-10-06,1.0
75871,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2019-10-29,82.7
75873,PH ELITE DH 2 X 10 LA,2021-04-22,35382.0
75874,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-07-15,196.94
75884, PH ELITE PLUS DH VERTICAL 6 X 8,2020-10-13,856.0
75885,PH ELITE PLUS DH 24 X 2,2021-05-24,1006.0
75891,PH NOBLE DH 24 X 2,2020-12-28,2676.0
75892,SE ELITE CORTADA 1000 X 12,2020-04-16,150.0
75894,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-05-26,2831.5
75902,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2021-03-11,2624.0
75905,PH ELITE DH 6 X 8 LA,2021-04-21,4697.88
75910,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-03-02,848.92
75911,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-03-08,6.5
75912, PH ELITE PLUS DH VERTICAL 6 X 8,2020-07-14,3185.88
75920,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-02-05,431.0
75922,PH ELITE DUO  DH 4x12 25 METROS,2020-03-19,4919.08
75923,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2019-12-19,9.0
75926,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-01-12,168.92
75927,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-05-14,19807.15
75931,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-09-12,64.78
75932,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-12-29,2791.0
75936,PH NOBLE DH 2 X 10,2019-10-18,159835.5
75942,PH ELITE DH 24 X 2 LA,2021-04-14,14244.5
75945,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-10-23,1673.0
75951,RC NOVA DH MEGAROLLO  1 X 12,2020-04-08,31242.54
75952,PH HIGIENOL DH  4 X 12,2020-01-06,12461.63
75955,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-10-15,5126.5
75956,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-07-15,89.0
75959,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-03-16,4050.0
75962,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-09-26,838.19
75973,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-11-19,15564.9
75976,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-10-22,94.75
75981,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-12-29,1363.5
75982,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-01-15,145.76
75984,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-03-01,1.13
75985,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-01-05,4.13
75990,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-10-31,1380.5
75999,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2019-11-14,5148.5
76013,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-04-16,903.5
76021,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-10-25,5.0
76025,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-02-16,8.0
76026,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-08-13,129.02
76027,PH NOBLE DH 24 X 2,2020-07-21,3946.5
76028,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2019-12-27,43323.0
76030,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2021-01-15,280.6
76037,PH HIGIENOL DH 4x6 40 METROS,2020-01-09,8090.92
76040, PH ELITE PLUS DH VERTICAL 6 X 8,2020-09-17,710.88
76041,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2021-02-01,147.25
76043,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-10-30,79.4
76049,PH ELITE DH 6 X 8 LA,2021-05-20,3899.26
76057,PH ELITE CLÁSICO DH 2 X 10 CO,2019-11-04,6749.4
76061,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-02-09,3117.87
76069,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-02-28,42.0
76070,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-03-13,1434.0
76072,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-07-10,161.02
76078,PH ELITE  DH 4 X 12 LA,2021-03-14,21.0
76080,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-04-19,5644.0
76087,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-02-04,1032.42
76090,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-01-12,253.0
76093,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-04-17,16.43
76094,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-09-01,641.0
76096,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-11-15,4.0
76100,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-05-08,3147.5
76106,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-05-09,6.2
76107,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-03-31,1730.58
76109,PH ELITE DUO  DH 4x12 25 METROS,2020-04-11,5992.5
76114,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-07-16,30.63
76117,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-07-02,171.77
76126,SE ELITE CORTADA 1000 X 12,2019-10-18,84.61
76129,PH ELITE PLUS DH 24 X 2,2021-01-30,1927.5
76133,PH ELITE DH 2 X 10 LA,2020-03-06,50124.4
76134,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-01-21,648.0
76142,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-03-24,109.41
76144,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-04-08,72.31
76145,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-06-03,1635.5
76149,SE ELITE CORTADA 1000 X 12,2020-04-27,31.58
76152,PH NOBLE DH 2 X 10,2020-11-22,1508.0
76155,PH HIGIENOL DH 4x6 40 METROS,2020-01-11,7023.69
76159,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2019-09-30,56622.29
76171,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-09-22,4374.75
76174,PH ELITE DUO  DH 4x12 25 METROS,2021-05-31,6377.24
76179,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2019-09-16,22.23
76180,PH HIGIENOL DH  4 X 12,2019-12-17,9696.89
76181,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-01-08,1260.0
76182,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-06-22,53.38
76187,PH ELITE CLÁSICO DH 2 X 10 CO,2020-01-15,8777.8
76189,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-01-05,13554.99
76193,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-04-28,946.5
76195,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-08-03,1829.0
76197,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-10-25,5.17
76202,PH ELITE  DH 4 X 12 LA,2020-09-06,12.0
76203,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-10-25,1.83
76205,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-01-20,813.0
76207,PH HIGIENOL DH 4x6 40 METROS,2020-06-06,6695.01
76214,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-05-14,501.9
76215,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-02-28,2.33
76217,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2019-11-08,121.77
76230,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-01-27,5738.5
76232,PH ELITE CLÁSICO DH 2 X 10 CO,2021-04-05,1169.0
76234,PH NOBLE DH 24 X 2,2020-06-11,1896.0
76243,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-04-18,12.35
76249,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-09-21,1480.5
76250,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2019-11-05,2744.0
76251,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-06-11,1546.0
76259,PH HIGIENOL DH  4 X 12,2020-05-23,6904.45
76260,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-05-06,57.24
76265,PH HIGIENOL DH 4x6 40 METROS,2020-12-03,8458.58
76268,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2019-09-17,81.83
76271,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-10-22,1294.25
76272,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-02-25,14.5
76273,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2019-12-06,4698.0
76275,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-06-02,1109.5
76282,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-03-18,1335.5
76283,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-08-10,22.0
76284,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-06-24,98.26
76286,RC NOVA DH MEGAROLLO  1 X 12,2021-02-05,54685.57
76287,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2019-12-03,80.14
76295,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-01-23,40.57
76298,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-10-17,8.33
76301,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2021-01-12,11022.72
76304,PH ELITE DH 6 X 8 LA,2021-04-10,4658.13
76305,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-02-18,3084.5
76309,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-12-08,5109.5
76310,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-05-13,76.57
76314,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-10-01,4.88
76315,PH HIGIENOL DH 4x6 40 METROS,2020-10-03,6798.25
76316,PH ELITE DUO  DH 6 x 8  25 METROS,2019-10-09,14962.5
76317,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2021-04-20,362.5
76323,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-06-02,23.03
76325,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-09-26,8.0
76326,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-01-16,59.5
76327,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-10-31,271.04
76331,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-12-06,1.13
76333,PH ELITE PLUS DH 24 X 2,2020-11-14,808.0
76342,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-03-20,664.5
76351,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2019-10-21,102.61
76355,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-06-26,70.67
76356,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-05-19,6711.5
76359,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-10-10,180.0
76360,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-09-14,1440.5
76361,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-03-10,10405.06
76362,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2021-05-22,5.83
76364,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-03-13,9278.67
76367,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-03-26,951.5
76369,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-04-04,7.13
76375,PH ELITE DH 24 X 2 LA,2020-08-22,14498.5
76378,PH NOBLE DH 2 X 10,2020-12-12,111788.3
76380,PH ELITE  DH 4 X 12 LA,2021-02-14,55.0
76381,PH HIGIENOL DH 4x6 40 METROS,2020-06-25,4249.0
76383,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-10-20,4313.5
76384,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-10-28,440.5
76388,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-08-31,338.64
76389,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-03-21,102.62
76390,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-12-29,98.13
76391,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-11-10,59.5
76399,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-01-14,107.0
76402,RC NOVA DH MEGAROLLO  1 X 12,2020-04-11,29312.64
76411,PH HIGIENOL DH  4 X 12,2021-02-27,2780.83
76416,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2019-11-29,866.5
76419,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-08-06,153.5
76420,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-06-15,11428.36
76421,PH ELITE DH 6 X 8 LA,2021-03-13,2311.38
76422,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-09-13,90.0
76423,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-09-18,79.63
76429,PH ELITE DUO  DH 6 x 8  25 METROS,2020-10-07,8164.41
76439,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2019-10-09,19.73
76440,PH ELITE CLÁSICO DH 2 X 10 CO,2021-02-19,1950.7
76444,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-04-27,708.25
76448,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-12-19,951.0
76452,PH HIGIENOL DH  4 X 12,2020-01-09,11802.79
76453,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-05-29,76.7
76456,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2019-11-27,4903.5
76463,TH TOALLITAS HUMEDAS PREMIUM 184x8,2019-12-26,1.13
76467,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-01-15,277.55
76468,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-03-19,3369.0
76470,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-11-11,61.4
76473,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-10-05,830.37
76480,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-02-10,1702.0
76481,PH ELITE PLUS DH 24 X 2,2019-12-21,3165.0
76482,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-12-15,1300.5
76485,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-08-08,1.54
76489,PH ELITE DH 6 X 8 LA,2020-05-16,8767.25
76490,SE ELITE CORTADA 1000 X 12,2020-09-11,102.68
76493,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2019-11-26,9041.5
76498,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-04-25,3610.33
76503,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-10-14,3431.0
76506,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-04-18,8.0
76508,RC NOVA DH MEGAROLLO  1 X 12,2019-11-08,18031.33
76509,PH ELITE CLÁSICO DH 2 X 10 CO,2020-01-07,8279.2
76510,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-10-18,104.45
76511,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2019-10-22,90.18
76512,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-05-15,43.16
76520,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-10-24,342.4
76532,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-06-15,8.23
76533,PH ELITE DH 2 X 10 LA,2020-02-27,40591.4
76539,RC NOVA DH MEGAROLLO  2 X 6,2020-01-06,1992.53
76544,PH ELITE DH 2 X 10 LA,2021-05-24,23955.1
76545,PH NOBLE DH 24 X 2,2020-04-02,4367.0
76548,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-01-14,7274.5
76550,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2021-03-14,45.0
76553,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-12-31,993.42
76561,PH ELITE DH 6 X 8 LA,2020-01-05,275.0
76566,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-07-21,25.63
76567,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-12-18,4494.5
76572,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-05-29,233.81
76575,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-01-10,1478.5
76576,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-05-15,1232.5
76580,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-03-07,645.5
76585,SE ELITE CORTADA 1000 X 12,2020-01-04,82.83
76590,PH ELITE  DH 4 X 12 LA,2021-06-25,11148.42
76591,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-01-22,1022.17
76592,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2019-11-28,4438.5
76593,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-04-08,11438.78
76594,PH ELITE DUO  DH 6 x 8  25 METROS,2019-11-09,20323.88
76597,RC NOVA DH MEGAROLLO  2 X 6,2019-11-22,1159.95
76598,PH NOBLE DH 24 X 2,2020-10-09,5176.0
76602,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-11-30,48.16
76603,PH HIGIENOL DH 4x6 40 METROS,2020-03-29,6.17
76604,RC NOVA DH MEGAROLLO  1 X 12,2020-04-23,40416.56
76607,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-04-28,349.06
76608,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-01-31,2328.0
76614,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-06-03,4025.5
76615, PH ELITE PLUS DH VERTICAL 6 X 8,2019-11-07,1248.38
76616,PH ELITE  DH 4 X 12 LA,2019-10-30,27282.31
76617,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-08-28,215.1
76621,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-10-07,66.5
76622,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-12-03,38.55
76624,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-09-29,4106.5
76626,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-04-21,293.56
76636,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-04-01,59.4
76642,PH HIGIENOL DH 4x6 40 METROS,2020-11-19,6868.75
76645,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-10-21,175.23
76647,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-07-31,4060.67
76650,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-08-10,11644.25
76653, PH ELITE PLUS DH VERTICAL 6 X 8,2019-12-21,1153.11
76656,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-05-29,669.0
76658,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2019-11-20,3.67
76665,RC NOVA DH MEGAROLLO  1 X 12,2021-05-02,182.0
76670,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-02-04,103.99
76672,PH NOBLE DH 24 X 2,2021-01-22,3909.0
76673,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-04-27,103.3
76674,RC NOVA DH MEGAROLLO  2 X 6,2021-01-12,3598.16
76677,PH ELITE CLÁSICO DH 2 X 10 CO,2020-07-28,1653.1
76679,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-10-17,5015.5
76683,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-03-11,25.5
76690,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-12-20,183.0
76692,PH NOBLE DH 2 X 10,2021-01-10,3413.5
76696,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2019-10-22,467.37
76700,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-02-06,976.5
76701,PH ELITE DH 2 X 10 LA,2020-04-24,46941.1
76702,PH HIGIENOL DH 4x6 40 METROS,2019-11-29,6897.37
76705,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-06-03,21.63
76709, PH ELITE PLUS DH VERTICAL 6 X 8,2021-02-11,1277.38
76713,PH ELITE DUO  DH 6 x 8  25 METROS,2020-09-08,10587.25
76722,RC NOVA DH MEGAROLLO  2 X 6,2019-11-24,16.84
76723,PH ELITE DH 6 X 8 LA,2019-12-19,11984.38
76726,SE ELITE CORTADA 1000 X 12,2021-06-10,172.83
76728,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-01-28,138.92
76731,PH NOBLE DH 2 X 10,2019-11-22,179999.3
76733,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-01-21,1889.0
76734,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-01-24,16.5
76735,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-07-08,240.7
76740,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-10-12,458.83
76741,PH ELITE DH 6 X 8 LA,2021-02-12,3695.13
76744,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2019-12-22,1.67
76745,PH NOBLE DH 24 X 2,2021-05-28,2997.0
76749,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-11-16,130.9
76753,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-10-13,2730.97
76754,PH ELITE PLUS DH 24 X 2,2020-12-24,2052.0
76755, PH ELITE PLUS DH VERTICAL 6 X 8,2020-05-15,991.53
76760,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-06-21,748.0
76762,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2019-11-18,2198.0
76763,RC NOVA DH MEGAROLLO  2 X 6,2021-01-09,3213.83
76767,PH NOBLE DH 24 X 2,2021-05-22,2791.0
76768,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2019-10-21,126.75
76771,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-11-06,2472.5
76772,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-11-15,1.25
76782,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-05-21,34.67
76785,PH NOBLE DH 24 X 2,2019-09-29,41.0
76789,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-02-13,2027.75
76801,PH ELITE  DH 4 X 12 LA,2020-09-12,22598.88
76803,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-09-09,1846.0
76805,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-10-17,83.25
76820,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-12-27,1.0
76823,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-11-01,3.5
76825,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-01-18,2800.5
76826,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-05-10,28.94
76827,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-12-21,756.0
76829,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-06-12,1712.0
76832,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2021-02-21,101.5
76836,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-01-26,93.04
76837,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-04-30,3119.5
76844,PH ELITE PLUS DH 24 X 2,2021-02-01,3288.5
76850,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-04-24,329.52
76851,PH NOBLE DH 24 X 2,2020-10-15,5165.5
76855,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-06-25,3134.0
76858,PH ELITE DUO  DH 4x12 25 METROS,2020-07-31,10652.67
76860,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-05-29,1690.16
76862,RC NOVA DH MEGAROLLO  2 X 6,2020-05-29,2197.3
76863,PH ELITE DH 24 X 2 LA,2020-12-31,20919.5
76870,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-07-26,95.0
76873,PH ELITE DH 24 X 2 LA,2020-06-25,18463.5
76874,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-07-17,13.0
76883,RC NOVA DH MEGAROLLO  1 X 12,2021-06-12,48483.89
76884,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-01-02,14.38
76886,RC NOVA DH MEGAROLLO  1 X 12,2019-10-17,18523.74
76894,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2019-10-30,3918.0
76896,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2021-01-24,0.08
76897,PH HIGIENOL DH  4 X 12,2021-01-30,6687.68
76898,PH ELITE DH 2 X 10 LA,2019-09-10,71523.1
76900,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-01-10,58.33
76904,PH NOBLE DH 2 X 10,2020-07-21,144249.3
76909,PH HIGIENOL DH 4x6 40 METROS,2021-03-15,7902.42
