,SKU,Fecha,Soles
86365,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2019-11-12,268771.47
86370,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-07-01,190385.48
86372,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-05-09,656.84
86378,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-01-03,333003.96
86379,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-01-03,1163.88
86380,PH ELITE CLÁSICO DH 2 X 10 CO,2021-04-29,11067.24
86381,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-03-17,70106.79
86382,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-02-26,87304.25
86386,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-12-04,23951.82
86396,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-03-06,4854.68
86404, PH ELITE PLUS DH VERTICAL 6 X 8,2020-03-19,23658.2
86405,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2019-11-13,96381.65
86410,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-01-22,13974.81
86412,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-03-21,746.35
86414,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-12-13,13136.27
86417,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-11-20,154067.34
86418,PH ELITE DH 24 X 2 LA,2021-06-16,194352.76
86420,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-11-06,1092.64
86425,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-03-21,59403.74
86433,PH ELITE DUO  DH 4x12 25 METROS,2020-06-25,130811.03
86437,RC NOVA DH MEGAROLLO  1 X 12,2019-10-16,282788.38
86439,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-06-18,12008.4
86442,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2019-11-15,31875.93
86444,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-04-04,2820.62
86445,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-09-26,46839.18
86446,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-01-25,43417.47
86447,PH HIGIENOL DH  4 X 12,2021-03-13,62340.67
86449,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-11-02,4867.57
86450,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-11-10,198436.63
86451,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-04-22,2913.99
86452,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-10-04,73148.65
86457,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-06-22,11318.14
86465,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-10-22,5186.34
86466,PH NOBLE DH 24 X 2,2021-06-14,47291.85
86467,PH NOBLE DH 2 X 10,2020-07-22,2215803.18
86469,PH ELITE DUO  DH 6 x 8  25 METROS,2021-05-15,134478.45
86473,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2019-10-04,6227.51
86477,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-04-23,8638.6
86478,RC NOVA DH MEGAROLLO  2 X 6,2020-07-30,64022.78
86480,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2019-11-25,5255.77
86483,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-10-23,22306.1
86484,RC NOVA DH MEGAROLLO  1 X 12,2021-06-14,749542.88
86493,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-12-21,18919.49
86494,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-04-21,4367.2
86495,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-05-13,358.36
86504,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2019-09-12,303.16
86507,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-12-01,332.54
86513,PH ELITE DH 6 X 8 LA,2020-12-08,165218.28
86514,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-05-28,16630.4
86516,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-06-26,14578.22
86521,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-07-24,107561.92
86522,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-06-03,185868.67
86524,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-02-27,7742.46
86527,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-05-02,69.49
86528,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2021-03-11,700.15
86530,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-07-22,594.9
86537,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-10-04,68.81
86547,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-12-09,255235.84
86552,PH ELITE PLUS DH 24 X 2,2020-08-02,1451.1
86554,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-01-30,77244.3
86559,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2019-10-24,207876.59
86568,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-01-27,4662.4
86569,PH ELITE  DH 4 X 12 LA,2020-05-06,582374.3
86571,PH ELITE CLÁSICO DH 2 X 10 CO,2020-01-20,67014.56
86572,PH ELITE DUO  DH 6 x 8  25 METROS,2019-11-12,529550.05
86580, PH ELITE PLUS DH VERTICAL 6 X 8,2020-12-29,64365.62
86587,PH ELITE DH 6 X 8 LA,2020-01-05,7986.06
86591,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-07-21,2522.88
86592,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-12-18,250175.22
86597,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-05-29,13701.62
86598,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-01-10,91664.63
86603,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-05-15,80084.27
86604,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-03-07,22703.5
86610,SE ELITE CORTADA 1000 X 12,2020-01-04,4574.68
86615,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-01-22,10677.84
86616,PH ELITE  DH 4 X 12 LA,2021-06-25,312163.13
86617,PH ELITE DUO  DH 6 x 8  25 METROS,2019-11-09,691822.91
86618,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-04-08,141181.71
86619,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2019-11-28,272190.4
86621,PH NOBLE DH 24 X 2,2020-10-09,107505.77
86623,RC NOVA DH MEGAROLLO  2 X 6,2019-11-22,20017.38
86627,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-11-30,2839.89
86628,RC NOVA DH MEGAROLLO  1 X 12,2020-04-23,683370.29
86632,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-07-30,7634.04
86634,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-12-10,7892.79
86640,PH HIGIENOL DH  4 X 12,2020-09-26,72922.62
86642,PH ELITE PLUS DH 24 X 2,2020-12-06,2293.38
86646,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2019-09-04,546.82
86647,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-12-29,11863.29
86656,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-08-22,23409.6
86660,PH ELITE DH 24 X 2 LA,2020-07-18,254771.27
86663,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-09-23,14538.06
86664,PH ELITE DUO  DH 4x12 25 METROS,2020-08-17,251593.36
86667,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-04-22,39073.17
86669,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2019-09-30,143055.78
86671,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-05-11,176010.86
86675,SE ELITE CORTADA 1000 X 12,2021-02-05,1783.73
86676,PH NOBLE DH 2 X 10,2020-11-07,1437130.11
86678,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-03-16,395477.24
86679,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2019-10-22,4510.6
86688,PH HIGIENOL DH 4x6 40 METROS,2020-02-01,96733.39
86689,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-06-15,92402.6
86697,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-03-02,14700.74
86702,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2021-01-13,2552.03
86705,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-11-10,1486.04
86708,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-10-06,2964.08
86709,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-01-30,178561.82
86711,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-05-15,893.34
86714,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-05-19,34430.39
86728,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-10-16,261551.07
86733,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-06-01,24322.29
86736,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-05-14,10634.0
86741,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-03-22,57233.71
86742,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-10-22,6047.31
86744,PH ELITE DH 24 X 2 LA,2019-11-04,338517.0
86747,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-05-03,10233.66
86753,PH ELITE DH 6 X 8 LA,2021-05-29,146522.76
86755, PH ELITE PLUS DH VERTICAL 6 X 8,2020-03-27,38690.05
86761,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-11-02,3966.0
86762,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-03-05,993.01
86778,PH ELITE DUO  DH 4x12 25 METROS,2020-01-02,90785.23
86780,PH NOBLE DH 24 X 2,2019-10-05,93879.56
86786,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2019-12-05,258390.81
86787,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-07-08,22142.78
86788,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-12-07,75801.15
86789,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2019-09-04,4386.85
86790,RC NOVA DH MEGAROLLO  1 X 12,2019-12-27,412271.19
86791,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-04-30,20576.89
86805,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2021-01-02,315.68
86809,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-07-05,28.81
86811,RC NOVA DH MEGAROLLO  2 X 6,2020-04-04,28772.54
86816,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-05-18,2047.13
86819,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2021-02-27,519739.88
86820, PH ELITE PLUS DH VERTICAL 6 X 8,2020-10-02,18344.51
86822,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-12-28,12459.94
86826,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2019-10-31,4404.05
86828,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-07-06,273682.72
86829,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-04-14,14199.92
86831,SE ELITE CORTADA 1000 X 12,2021-03-25,7481.45
86833,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-05-23,211.94
86835,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-03-25,4832.92
86838,RC NOVA DH MEGAROLLO  1 X 12,2021-02-14,9955.73
86843,PH ELITE DH 2 X 10 LA,2020-08-02,155.7
86849,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-11-28,6069.17
86854,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-04-11,603.22
86857,PH ELITE CLÁSICO DH 2 X 10 CO,2020-11-05,33705.96
86863,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-04-03,1854.15
86868,RC NOVA DH MEGAROLLO  1 X 12,2021-01-22,914645.13
86874,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-05-09,195126.94
86876,PH ELITE PLUS DH 24 X 2,2020-10-19,14888.36
86877,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-10-03,334.97
86882,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-03-05,21548.29
86884,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-12-07,451.57
86893,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-05-27,6825.39
86901,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-04-22,3794.12
86902,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-05-07,3094.97
86903,PH ELITE CLÁSICO DH 2 X 10 CO,2019-09-17,157649.03
86907,PH ELITE DUO  DH 4x12 25 METROS,2021-01-31,12412.09
86916,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-03-12,129649.3
86920,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2021-06-17,2164.95
86921,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-02-24,123727.35
86927,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-06-12,5157.38
86928,PH HIGIENOL DH 4x6 40 METROS,2019-09-13,179141.9
86930,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-08-02,6938.1
86933, PH ELITE PLUS DH VERTICAL 6 X 8,2021-04-29,37768.6
86935,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2019-11-19,16939.03
86936,PH HIGIENOL DH  4 X 12,2020-10-21,119568.45
86937,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-10-20,2908.59
86938,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-12-10,177.03
86947,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-07-01,564655.41
86950,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-02-24,124680.85
86955,SE ELITE CORTADA 1000 X 12,2019-09-05,1556.09
86959,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-02-21,16740.15
86969,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-07-09,284505.83
86973, PH ELITE PLUS DH VERTICAL 6 X 8,2021-01-02,8780.48
86980,TH TOALLITAS HUMEDAS PREMIUM 184x8,2019-09-22,63.39
86987,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-06-17,12513.66
86991,PH ELITE DH 24 X 2 LA,2020-05-23,324200.7
86992,RC NOVA DH MEGAROLLO  1 X 12,2020-11-14,724035.99
86997,RC NOVA DH MEGAROLLO  2 X 6,2021-02-18,48185.51
86998,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2019-10-11,3092.53
86999,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-02-07,59836.14
87000,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-01-31,4081.2
87002,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-05-23,10307.61
87005,PH ELITE DH 6 X 8 LA,2019-11-12,438636.33
87006,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-11-21,6737.45
87008,PH NOBLE DH 2 X 10,2021-02-19,501058.52
87009,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-06-19,38995.09
87016,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-04-09,22895.0
87017,PH ELITE DH 24 X 2 LA,2020-11-22,2410.74
87024,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-07-01,119052.56
87025,PH ELITE PLUS DH 24 X 2,2020-05-09,27680.31
87027, PH ELITE PLUS DH VERTICAL 6 X 8,2019-11-14,21252.54
87030,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2019-12-20,9239.62
87033,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2019-09-06,72511.77
87034,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-02-09,1528.22
87035,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-01-03,29.92
87036,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2019-12-31,331194.19
87038,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2019-11-15,7917.11
87041,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2021-02-06,4000.36
87043,PH HIGIENOL DH 4x6 40 METROS,2021-05-17,222474.29
87044,RC NOVA DH MEGAROLLO  2 X 6,2019-12-31,12274.88
87048,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-05-25,4063.91
87052,PH ELITE PLUS DH 24 X 2,2021-06-28,1034.63
87057,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-02-16,1039.83
87063,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2019-10-20,35150.34
87064,RC NOVA DH MEGAROLLO  1 X 12,2019-11-09,345455.54
87068,PH ELITE CLÁSICO DH 2 X 10 CO,2020-05-25,38117.09
87069,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2019-09-24,76349.69
87072,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-02-10,3329.89
87075,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-03-22,323.48
87079,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-04-24,2256.25
87080,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-01-10,3884.21
87081,PH NOBLE DH 2 X 10,2020-03-17,2293033.4
87087,TH TOALLITAS HUMEDAS PREMIUM 184x8,2019-10-06,15.85
87089,PH ELITE  DH 4 X 12 LA,2019-11-22,639606.87
87091,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-12-04,54363.07
87093,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-02-02,1518.48
87108,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-08-09,140.03
87112,PH HIGIENOL DH  4 X 12,2021-04-03,52221.13
87118,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-03-22,5769.62
87119, PH ELITE PLUS DH VERTICAL 6 X 8,2020-12-12,37802.57
87120,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-08-17,3569.44
87122,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2019-09-25,435582.77
87126,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-02-19,123866.4
87127,PH NOBLE DH 24 X 2,2020-09-22,74016.96
87131,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-06-21,152.6
87136,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-04-13,29352.13
87137,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2019-12-18,11472.72
87139,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-11-24,2807.3
87142,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-03-30,75903.36
87146,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2019-10-16,62105.67
87149,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-12-16,5300.21
87150,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-10-21,173285.6
87152,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-01-30,200554.46
87153,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-11-06,27396.92
87154,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-09-27,56002.84
87160,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-09-21,165399.84
87161,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-10-08,3889.28
87162,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-02-21,8096.39
87163,PH ELITE DUO  DH 4x12 25 METROS,2020-12-16,250324.38
87171,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-02-12,201512.96
87178,PH ELITE  DH 4 X 12 LA,2021-04-18,1985.11
87180,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-07-09,17670.53
87183,PH NOBLE DH 24 X 2,2019-10-25,54780.26
87188,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-05-08,305527.39
87193,PH HIGIENOL DH  4 X 12,2021-03-22,79937.48
87196,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2021-01-08,4050.56
87198,PH ELITE CLÁSICO DH 2 X 10 CO,2019-12-09,69084.05
87200,RC NOVA DH MEGAROLLO  1 X 12,2019-12-07,337820.26
87201,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-01-15,163679.8
87202,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-05-20,13755.67
87204,PH ELITE DH 2 X 10 LA,2020-01-23,809883.88
87208,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-12-10,3793.47
87216,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2019-09-24,2850.92
87218,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2019-10-14,122547.12
87219,PH ELITE DUO  DH 4x12 25 METROS,2019-12-13,313277.39
87220,PH NOBLE DH 2 X 10,2019-11-30,4374671.13
87226,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-02-08,12172.39
87227,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-12-12,7174.5
87229,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-04-16,1890.4
87230,PH ELITE PLUS DH 24 X 2,2020-05-26,27740.85
87239,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-03-09,123499.63
87240,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-11-24,1595.79
87241,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-02-04,107941.36
87242,PH HIGIENOL DH 4x6 40 METROS,2020-06-08,161946.77
87243,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-08-14,20673.32
87246,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-10-02,121099.11
87263,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-06-12,149567.7
87265,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-12-13,151.34
87274,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-07-16,118256.46
87278,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2019-09-27,45091.87
87280,RC NOVA DH MEGAROLLO  1 X 12,2019-12-04,299151.29
87283,PH NOBLE DH 2 X 10,2020-06-09,2381811.82
87284,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-05-21,56557.04
87289,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-03-15,26530.8
87290,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-10-08,56522.68
87291,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-12-21,15056.09
87293,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2019-11-21,213.08
87295,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-03-04,10069.61
87300,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-12-07,2313.17
87301,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2021-01-11,2483.43
87302,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-03-01,17.97
87311,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-11-19,49099.49
87315,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-08-05,203176.49
87316,PH ELITE DH 24 X 2 LA,2019-10-21,272988.54
87324,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-09-03,14759.2
87325,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2021-02-13,22355.71
87331,PH ELITE DH 6 X 8 LA,2020-12-20,7231.26
87332,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2019-12-22,51076.85
87339,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-01-25,21433.47
87342,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-06-02,2190.18
87345,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2021-05-14,240325.75
87346,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-09-30,60993.05
87352,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-05-11,134125.73
87359,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-05-27,133765.87
87362,PH HIGIENOL DH  4 X 12,2020-01-26,27399.34
87363,PH ELITE DUO  DH 4x12 25 METROS,2020-06-13,184739.46
87367,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2019-12-04,4595.21
87373, PH ELITE PLUS DH VERTICAL 6 X 8,2020-04-19,211.02
87378,PH HIGIENOL DH 4x6 40 METROS,2020-03-29,167.8
87381,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-04-28,22117.96
87382,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-01-31,139351.88
87385, PH ELITE PLUS DH VERTICAL 6 X 8,2019-11-07,33227.74
87389,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-08-28,15340.71
87391,PH ELITE  DH 4 X 12 LA,2019-10-30,773326.56
87392,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-06-03,248655.89
87395,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-10-07,3097.74
87396,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-12-03,2889.65
87398,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-09-29,219507.52
87400,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-04-21,9956.85
87410,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-04-01,2606.23
87417,PH HIGIENOL DH 4x6 40 METROS,2020-11-19,156438.51
87419,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-10-21,10557.78
87420,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-07-31,57263.39
87426,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-01-26,8931.1
87428,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-04-30,168391.58
87433,PH ELITE PLUS DH 24 X 2,2021-02-01,94656.69
87438,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-04-24,19830.65
87440,PH NOBLE DH 24 X 2,2020-10-15,110044.14
87443,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-06-25,215415.16
87447,PH ELITE DUO  DH 4x12 25 METROS,2020-07-31,382826.81
87449,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-05-29,91323.33
