,Distribuidor,Fecha,Soles
38866,SODALES,2020-12-23,206208.57
38867,URBANO,2020-12-23,81892.93
38868,VEGA - NORTE,2020-12-23,88496.46
38869,CASA GRANDE,2020-12-24,173198.58
38870,DIJISA - HUANCAYO,2020-12-24,25876.51
38873,AGA - MOYOBAMBA,2020-12-26,59541.64
38875,ALMACENES_SEVILLANO,2020-12-26,8763.7
38876,LA GENOVESA - ILO,2020-12-26,9228.66
38877,LANCERO - PUCALLPA,2020-12-26,21263.3
38880,TCA SAC,2020-12-26,41005.56
38881,ZV,2020-12-26,71067.86
38882,VEGA - SUR,2020-12-27,35426.11
38885,DYCART,2020-12-28,764289.36
38886,ALMACENES_SEVILLANO,2021-04-21,7918.54
38887,LA GENOVESA - ILO,2021-04-21,3248.52
38888,LANCERO - TINGO MARIA,2021-04-21,5376.59
38889,LIDER - TRUJILLO,2021-04-21,8062.78
38890,PATITA SAC,2021-04-21,53879.24
38892,TAYMI,2021-04-21,222555.29
38893,TCA SAC,2021-04-21,23354.51
38894,TEMMY,2021-04-21,87022.17
38895,ZV,2021-04-21,56825.08
38896,5M DISTRIBUCIONES,2021-04-22,15903.41
38899,VEGA - ESTE,2021-04-22,23411.07
38900,LANCERO - PUCALLPA,2021-04-23,12555.64
38901,MARRACHE,2021-04-23,68389.21
38902,AGA - JAEN,2021-04-24,61443.91
38903,DIPSA-AYACUCHO,2021-04-24,89840.51
38904,DISART,2021-04-24,70046.58
38905,JRC - ICA,2021-04-24,82684.42
38906,VEGA - SUR,2021-04-24,26933.93
38907,ECONOMYSA,2021-04-26,86955.35
38908,SAUL,2021-04-26,25025.4
38909,STA APOLONIA - T,2021-04-26,136278.32
38910,DACIA - LIMA,2021-04-27,18373.57
38912,DIPSA-ANDAHUAYLAS,2021-04-27,119731.22
38913,LAGUI,2021-04-27,88477.2
38914,MYL_HERMANOS,2021-04-27,158065.74
38915,CASA GRANDE,2021-04-28,170661.16
38916,LA GENOVESA - TACNA,2021-04-28,17832.32
38918,CODIFER,2021-04-29,43395.04
38919,DICOBELSA - LIMA,2021-04-29,29266.74
38920,EDUFARMA MERCADO,2021-04-29,151014.27
38921,GUMISA - HUARAZ,2021-04-29,22076.24
38922,MELVIN MICHEL AL,2021-04-29,196702.87
38923,SAN JUAN,2021-04-29,106509.42
38924,VEGA - CENTRO,2021-04-29,29202.2
38925,VEGA - NORTE,2021-04-29,66479.86
38926,AGA - MOYOBAMBA,2021-04-30,19111.69
38927,ALMACENES_SEVILLANO,2021-04-30,21076.22
38928,LIDER - TRUJILLO,2021-04-30,8438.4
38929,PATITA SAC,2021-04-30,52761.64
38930,RICMAN,2021-04-30,207441.26
38931,TAMBOS LIMA,2021-04-30,461219.21
38932,TCA SAC,2021-04-30,27470.62
38933,TEMMY,2021-04-30,59500.66
38934,DIJISA - LIMA,2021-05-03,12057.89
38935,DIPSA-AYACUCHO,2021-05-03,52951.76
38936,JRC - ICA,2021-05-03,55257.08
38937,SAN JUAN,2021-05-03,66985.07
38938,VEGA - SUR,2021-05-03,21338.73
38939,CODIJISA - PIURA,2021-05-04,78884.11
38940,CURTIS ESTE,2021-05-04,11504.1
38941,DIJISA - CHINCHA,2021-05-04,12809.24
38942,DISTRIBUIDORA CCM,2021-05-04,636496.19
38944,DYCART,2021-05-04,229309.87
38945,GUMISA - HUARAZ,2021-05-04,21369.93
38946,KONSUMASS,2021-05-04,36998.41
38947,LA GENOVESA - MOQUEGUA,2021-05-04,3320.06
38948,LANCERO - HUANUCO,2021-05-04,3688.12
38949,TAMBOS AQP,2021-05-04,28105.26
38950,DIJISA - AYACUCHO,2021-05-05,4551.33
38951,ECONOMYSA,2021-05-05,154352.52
38952,ESTILOS,2021-05-05,12418.89
38953,GRUPO SVS,2021-05-05,57966.78
38955,P&PJ CHINCHA,2021-05-05,128996.13
38956,RICMAN,2021-05-05,147902.12
38957,SAUL,2021-05-05,32127.34
38958,SIPAN - Y,2021-05-05,144056.15
38959,DACIA - LIMA,2021-05-06,20500.26
38961,DIPSA-ANDAHUAYLAS,2021-05-06,69419.69
38962,LAGUI,2021-05-06,30645.68
38963,LIDER - CHEPEN,2021-05-06,4927.72
38964,PANAM,2021-05-06,29329.86
38965,CHUPACA BUSINESS,2021-05-07,95990.52
38966,LANCERO - LA MERCED,2021-05-07,2115.54
38967,MOLISAC,2021-05-07,88362.17
38968,CODIFER,2021-05-08,66481.85
38969,CORPORACION_VEGA,2021-05-08,20794.56
38970,DICOBELSA - LIMA,2021-05-08,33737.69
38971,DIJISA - LIMA,2021-05-08,13711.78
38972,EDUFARMA MERCADO,2021-05-08,103958.64
38973,FERROL,2021-05-08,37198.92
38974,GUMISA - HUARAZ,2021-05-08,165473.82
38975,JRC - NAZCA,2021-05-08,13549.98
38976,MELVIN MICHEL AL,2021-05-08,127081.33
38978,SAN JUAN,2021-05-08,34322.44
38979,VEGA - CENTRO,2021-05-08,28010.34
38980,CALLAYUC,2021-05-10,136656.99
38981,CURTIS NORTE,2021-05-10,2459.96
38982,DIJISA - ICA,2021-05-10,17415.8
38983,DROGUERIA SAN MARTIN,2021-05-10,29028.88
38985,AGA - TARAPOTO,2021-05-11,15674.51
38986,EUROVA,2021-05-11,69915.91
38987,GIANELA,2021-05-11,57208.87
38988,LANCERO - LA MERCED,2021-05-11,2644.77
38989,LIDER - CHEPEN,2021-05-11,4817.45
38990,STA APOLONIA - CH,2021-05-11,58217.07
38992,CODIJISA - CHIMBOTE,2021-05-12,14089.37
38993,LYG-CD_SAC,2021-05-12,170027.8
38995,CODIJISA - PIURA,2021-05-13,88168.21
38997,CURTIS ESTE,2021-05-13,12359.35
38998,DIJISA - CHINCHA,2021-05-13,35350.9
38999,DIPSA-ABANCAY,2021-05-13,3333.98
39000,KONSUMASS,2021-05-13,178111.49
39001,LA GENOVESA - MOQUEGUA,2021-05-13,2297.03
39002,RODAMEOS,2021-05-13,14008.05
39003,SODALES,2021-05-13,96408.99
39004,URBANO,2021-05-13,99830.29
39006,CODIJISA - TRUJILLO,2021-05-14,45370.59
39008,DIJISA - AYACUCHO,2021-05-14,12014.2
39009,DIJISA - HUANCAYO,2021-05-14,11849.89
39010,EDUSA,2021-05-14,28554.28
39011,ESTILOS,2021-05-14,7159.43
39012,GRUPO SVS,2021-05-14,20977.8
39013,P&PJ CHINCHA,2021-05-14,108353.51
39014,SIPAN - Y,2021-05-14,228360.28
39015,ARCANGEL,2021-05-15,46102.12
39016,PANAM,2021-05-15,96479.41
39017,CORPORACION_VEGA,2021-05-17,13902.6
39018,FERROL,2021-05-17,48887.55
39019,JRC - NAZCA,2021-05-17,7299.33
39020,LYG-CD_SAC,2021-05-17,165722.34
39023,DIPSA-ABANCAY,2021-05-18,10612.15
39024,MARRACHE,2021-05-18,112001.56
39027,CALLAYUC,2021-05-19,95823.96
39029,CURTIS NORTE,2021-05-19,5146.13
39030,DISART,2021-05-19,139311.9
39031,ARCANGEL,2021-05-20,178149.54
39032,GIANELA,2021-05-20,37007.79
39033,MYG,2021-05-20,8283.3
39034,STA APOLONIA - CH,2021-05-20,61818.5
39036,LIDER - TRUJILLO,2020-12-24,4270.18
39037,LYG-CD_SAC,2020-12-24,190031.14
39039,DIJISA - HUANCAYO,2020-12-26,12351.13
39040,DIPSA-ANDAHUAYLAS,2020-12-26,78017.99
39041,DYCART,2020-12-26,509927.0
39042,CODIFER,2020-12-28,74192.0
39043,DICOBELSA - LIMA,2020-12-28,39316.4
39044,EDUFARMA MERCADO,2020-12-28,123540.85
39045,GUMISA - HUARAZ,2020-12-28,106665.27
39046,LAGUI,2020-12-28,37405.17
39047,VEGA - CENTRO,2020-12-28,37794.75
39048,ZV,2020-12-28,69884.49
39049,LANCERO - LA MERCED,2020-12-29,1275.46
39050,RICMAN,2020-12-29,78584.94
39051,CODIFER,2020-12-30,65745.72
39052,CODIJISA - TRUJILLO,2020-12-30,106861.2
39053,DICOBELSA - LIMA,2020-12-30,43415.51
39054,DIJISA - ICA,2020-12-30,18850.87
39055,DIJISA - LIMA,2020-12-30,24433.95
39056,DROGUERIA SAN MARTIN,2020-12-30,147332.67
39057,LANCERO - TINGO MARIA,2020-12-30,7096.83
39058,MARRACHE,2020-12-30,57548.95
39059,SAN JUAN,2020-12-30,147144.02
39060,TAYMI,2020-12-30,297676.73
39061,VEGA - CENTRO,2020-12-30,93998.02
39062,CURTIS ESTE,2020-12-31,21499.64
39063,DISART,2020-12-31,92224.76
39064,EUROVA,2020-12-31,1651666.63
39065,TAMBOS LIMA,2020-12-31,227.8
39066,CASA GRANDE,2021-01-02,100599.94
39067,DIJISA - CHINCHA,2021-01-02,23033.88
39068,EUROVA,2021-01-02,756.86
39069,LA GENOVESA - MOQUEGUA,2021-01-04,2809.47
39070,PANAM,2021-01-04,33847.89
39071,STA APOLONIA - T,2021-01-04,164751.68
39072,DIJISA - AYACUCHO,2021-01-05,9433.54
39073,GRUPO SVS,2021-01-05,78420.25
39074,MYG,2021-01-05,19013.62
39075,MYL_HERMANOS,2021-01-05,219222.24
39077,CORPORACION_VEGA,2021-01-06,21319.92
39078,CURTIS NORTE,2021-01-06,7563.45
39079,JRC - NAZCA,2021-01-06,12463.39
39080,LIDER - TRUJILLO,2021-01-06,17317.56
39081,PATITA SAC,2021-01-06,61028.91
39083,GRUPO SVS,2021-01-07,13499.11
39084,MOLISAC,2021-01-07,116436.84
39085,MYL_HERMANOS,2021-01-07,308845.61
39086,SIPAN - Y,2021-01-07,169425.72
39087,VEGA - NORTE,2021-01-07,85738.19
39088,ALMACENES_SEVILLANO,2021-01-08,10123.08
39089,CURTIS NORTE,2021-01-08,6379.28
39090,FERROL,2021-01-08,53658.54
39091,JRC - NAZCA,2021-01-08,16032.19
39092,LANCERO - PUCALLPA,2021-01-08,37968.65
39093,LIDER - TRUJILLO,2021-01-08,14078.83
39094,TCA SAC,2021-01-08,21034.88
39096,ECONOMYSA,2021-01-09,174005.25
39097,GIANELA,2021-01-09,49837.66
39099,STA APOLONIA - CH,2021-01-09,98660.45
39100,VEGA - ESTE,2021-01-09,54212.6
39101,VEGA - SUR,2021-01-09,48131.86
39103,DIPSA-AYACUCHO,2021-01-11,77356.9
39105,SAUL,2021-01-11,40323.99
39106,URBANO,2021-01-11,63125.01
39109,CODIJISA - CHIMBOTE,2021-01-12,31064.57
39112,DYCART,2021-01-12,385816.29
39113,GUMISA - HUARAZ,2021-01-12,47771.34
39114,LAGUI,2021-01-12,94281.7
39115,RICMAN,2021-01-13,11629.24
39116,SAUL,2021-01-13,42386.46
39117,SODALES,2021-01-13,202674.43
39118,URBANO,2021-01-13,50807.87
39120,CODIFER,2021-01-14,41410.52
39121,CODIJISA - TRUJILLO,2021-01-14,100941.3
39122,DACIA - LIMA,2021-01-14,17971.63
39123,DICOBELSA - LIMA,2021-01-14,33703.29
39124,DIJISA - HUANCAYO,2021-01-14,21896.39
39125,EDUSA,2021-01-14,35541.13
39126,GUMISA - HUARAZ,2021-01-14,33586.43
39127,LA GENOVESA - ILO,2021-01-14,2567.59
39128,LAGUI,2021-01-14,64074.92
39129,VEGA - CENTRO,2021-01-14,38249.39
39130,RICMAN,2021-01-15,73575.42
39131,TAMBOS LIMA,2021-01-15,468416.9
39133,DIJISA - LIMA,2021-01-16,20458.7
39134,LA GENOVESA - ILO,2021-01-16,6702.6
39135,SAN JUAN,2021-01-16,24814.69
39137,ZV,2021-01-16,103481.23
39139,MARRACHE,2021-01-18,67414.94
39140,MYG,2021-01-18,17464.53
39142,AGA - TARAPOTO,2021-01-19,19736.53
39143,CODIJISA - PIURA,2021-01-19,186426.12
39144,DISART,2021-01-19,230679.25
39146,KONSUMASS,2021-01-19,101284.4
39147,LA GENOVESA - MOQUEGUA,2021-01-19,4121.29
39148,GRUPO SVS,2021-01-20,139052.25
39150,MYG,2021-01-20,21206.74
39151,MYL_HERMANOS,2021-01-20,410746.17
39153,CASA GRANDE,2021-01-21,154399.09
39154,JRC - NAZCA,2021-01-21,13938.41
39155,LA GENOVESA - MOQUEGUA,2021-01-21,2603.43
39156,LA GENOVESA - TACNA,2021-01-21,17218.2
39157,LIDER - CHEPEN,2021-01-21,4926.63
39158,ESTILOS,2021-01-22,2883.4
39159,GRUPO SVS,2021-01-22,21902.09
39160,MOLISAC,2021-01-22,87370.32
39161,P&PJ CHINCHA,2021-01-22,213622.31
39162,SIPAN - Y,2021-01-22,142645.42
39163,VEGA - NORTE,2021-01-22,85196.52
39164,AGA - MOYOBAMBA,2021-01-23,6905.77
39165,CURTIS NORTE,2021-01-23,8420.36
39166,FERROL,2021-01-23,81043.99
39167,JRC - NAZCA,2021-01-23,10821.73
39168,LANCERO - PUCALLPA,2021-01-23,8076.25
39170,TCA SAC,2021-01-23,30395.81
39171,TEMMY,2021-01-23,26054.52
39172,AGA - MOYOBAMBA,2021-01-25,14007.72
39173,FERROL,2021-01-25,18258.02
39175,TEMMY,2021-01-25,60183.24
39176,5M DISTRIBUCIONES,2021-01-26,18747.75
39177,AGA - JAEN,2021-01-26,89472.86
39178,JRC - ICA,2021-01-26,69100.41
39180,CALLAYUC,2021-01-27,143056.53
39182,CODIJISA - CHIMBOTE,2021-01-27,33752.33
39184,DACIA - LIMA,2021-01-27,33286.53
39185,DISTRIBUIDORA CCM,2021-01-27,459043.65
39186,LAGUI,2021-01-27,33869.49
39187,TAMBOS AQP,2020-08-01,20798.62
39189,ARCANGEL,2020-08-03,55792.21
39190,DIPSA-ANDAHUAYLAS,2020-08-03,137680.99
39191,LAGUI,2020-08-03,31471.19
39192,MYG,2020-08-03,7831.03
39193,AGA - MOYOBAMBA,2020-08-04,21809.99
39194,CHUPACA BUSINESS,2020-08-04,78694.63
39196,ZV,2020-08-04,86987.37
39197,5M DISTRIBUCIONES,2020-08-05,20309.8
39199,EDUFARMA MERCADO,2020-08-05,141905.69
39200,JRC - NAZCA,2020-08-05,16605.79
39201,MELVIN MICHEL AL,2020-08-05,233061.52
39203,SAN JUAN,2020-08-05,64592.28
39204,DIJISA - AYACUCHO,2020-08-06,17086.08
39205,LANCERO - PUCALLPA,2020-08-06,40310.97
39206,MARRACHE,2020-08-06,23886.53
39208,TAMBOS LIMA,2020-08-06,434759.67
39209,CALLAYUC,2020-08-07,283316.69
39210,DIJISA - ICA,2020-08-07,18141.46
39211,DIPSA-AYACUCHO,2020-08-07,73614.57
39212,DISART,2020-08-07,4782.55
39213,DROGUERIA SAN MARTIN,2020-08-07,74209.0
39215,JRC - ICA,2020-08-07,58788.26
39216,VEGA - SUR,2020-08-07,28153.93
39217,AGA - TARAPOTO,2020-08-08,13932.08
39218,DISTRIBUIDORA CCM,2020-08-08,934361.37
39219,DYCART,2020-08-08,498918.53
39220,LANCERO - HUANUCO,2020-08-08,9834.34
39221,LANCERO - TINGO MARIA,2020-08-08,4895.6
39222,LIDER - CHEPEN,2020-08-08,5255.36
39223,LIDER - TRUJILLO,2020-08-08,12155.65
39225,TAYMI,2020-08-08,196031.18
39226,TEMMY,2020-08-08,63825.83
39228,CODIJISA - PIURA,2020-08-10,260268.88
39230,CURTIS ESTE,2020-08-10,20460.36
39231,DIJISA - CHINCHA,2020-08-10,24051.21
39232,DIPSA-ANDAHUAYLAS,2020-08-10,106907.0
39233,LA GENOVESA - MOQUEGUA,2020-08-10,5190.42
39234,LAGUI,2020-08-10,10510.59
39235,MYL_HERMANOS,2020-08-10,287105.34
39236,RODAMEOS,2020-08-10,56331.61
39237,URBANO,2020-08-10,41749.67
39238,CODIJISA - TRUJILLO,2020-08-11,27891.75
39240,GRUPO SVS,2020-08-11,184456.86
39241,EDUFARMA MERCADO,2020-08-12,265218.17
39242,LIDER - CHEPEN,2020-08-12,6107.8
39243,PANAM,2020-08-12,26673.88
39244,VEGA - NORTE,2020-08-12,90167.01
39246,LA GENOVESA - ILO,2020-08-13,1943.08
39247,MOLISAC,2020-08-13,129127.37
39248,PATITA SAC,2020-08-13,17170.16
39249,TAMBOS LIMA,2020-08-13,376123.44
39250,TCA SAC,2020-08-13,19060.72
39251,DIPSA-ANDAHUAYLAS,2020-08-14,231975.55
39252,DROGUERIA SAN MARTIN,2020-08-14,99684.07
39253,FERROL,2020-08-14,31681.22
39255,MYL_HERMANOS,2020-08-14,210742.01
39256,DIPSA-ABANCAY,2020-08-15,4958.71
39257,ALMACENES_SEVILLANO,2020-08-17,38854.6
39258,CODIJISA - PIURA,2020-08-17,155956.73
39259,CURTIS ESTE,2020-08-17,21101.16
39260,DIJISA - CHINCHA,2020-08-17,25079.12
39261,GIANELA,2020-08-17,79789.21
39262,LA GENOVESA - MOQUEGUA,2020-08-17,4529.67
39263,MYG,2020-08-17,32984.68
39264,STA APOLONIA - CH,2020-08-17,88173.54
39265,CODIJISA - CHIMBOTE,2020-08-18,65824.75
39266,DIJISA - ICA,2020-08-18,13841.58
39268,LYG-CD_SAC,2020-08-18,238114.44
39270,STA APOLONIA - T,2020-08-18,90468.47
39271,AGA - TARAPOTO,2020-08-19,5887.9
39272,DACIA - LIMA,2020-08-19,25826.64
39274,DIPSA-ABANCAY,2020-08-19,19610.45
39275,LIDER - CHEPEN,2020-08-19,11965.43
39276,SODALES,2020-08-19,208460.18
39278,CASA GRANDE,2020-08-20,114400.97
39279,DIJISA - HUANCAYO,2020-08-20,11458.55
39280,EDUSA,2020-08-20,44495.09
39281,LA GENOVESA - TACNA,2020-08-20,36175.66
39282,MOLISAC,2020-08-20,112392.08
39284,ARCANGEL,2020-08-21,103071.29
39286,CODIFER,2020-08-21,36694.87
39287,DICOBELSA - LIMA,2020-08-21,31528.25
39288,FERROL,2020-08-21,44168.24
39289,GUMISA - HUARAZ,2020-08-21,110659.67
39290,VEGA - CENTRO,2020-08-21,49668.31
39291,AGA - MOYOBAMBA,2020-08-22,9572.83
39292,GRUPO SVS,2020-08-22,24400.24
39293,LANCERO - TINGO MARIA,2020-08-22,8208.06
39294,LIDER - TRUJILLO,2020-08-22,9700.48
39295,RICMAN,2020-08-22,81054.91
39297,TAYMI,2020-08-22,175645.41
39298,TEMMY,2020-08-22,25335.38
39299,ZV,2020-08-22,176287.84
39300,EUROVA,2020-08-24,603296.75
39301,GIANELA,2020-08-24,12866.23
39302,LANCERO - LA MERCED,2020-08-24,4622.28
39303,LANCERO - PUCALLPA,2020-08-24,25876.07
39304,MARRACHE,2020-08-24,22907.73
39305,MOLISAC,2020-08-24,100582.27
39306,STA APOLONIA - CH,2020-08-24,56701.57
39307,CODIJISA - CHIMBOTE,2020-08-25,37171.22
39308,DIPSA-AYACUCHO,2020-08-25,132888.69
39309,DISART,2020-08-25,152760.8
39310,JRC - ICA,2020-08-25,48577.91
39311,LYG-CD_SAC,2020-08-25,223240.09
39312,VEGA - SUR,2020-08-25,25809.7
39313,DIPSA-ABANCAY,2020-08-26,8795.42
39314,DISTRIBUIDORA CCM,2020-08-26,517788.22
39316,DYCART,2020-08-26,448349.28
39317,KONSUMASS,2020-08-26,198600.27
39318,LANCERO - HUANUCO,2020-08-26,15076.5
39319,SODALES,2020-08-26,183642.89
39320,TAMBOS AQP,2020-08-26,68238.16
39322,DIJISA - HUANCAYO,2020-08-27,10132.21
39323,ECONOMYSA,2020-08-27,140018.73
39324,EDUSA,2020-08-27,34550.33
39325,ESTILOS,2020-08-27,18148.24
39326,P&PJ CHINCHA,2020-08-27,247111.31
39327,PATITA SAC,2020-08-27,43140.66
39328,SAUL,2020-08-27,47587.27
39329,SIPAN - Y,2020-08-27,111452.65
39330,ARCANGEL,2020-08-28,63587.89
39331,DIPSA-ANDAHUAYLAS,2020-08-28,46983.39
39332,LAGUI,2020-08-28,60865.51
39333,MYL_HERMANOS,2020-08-28,234613.26
39334,CHUPACA BUSINESS,2020-08-29,44107.26
39335,ZV,2020-08-29,143865.46
39336,ALMACENES_SEVILLANO,2020-08-31,127169.2
39337,DIJISA - AYACUCHO,2020-08-31,21988.67
39338,LA GENOVESA - MOQUEGUA,2021-05-06,1778.56
39339,LANCERO - HUANUCO,2021-05-06,6420.03
39341,VEGA - CENTRO,2021-05-06,28852.72
39342,DIJISA - AYACUCHO,2021-05-07,5693.39
39343,ESTILOS,2021-05-07,8737.05
39344,GRUPO SVS,2021-05-07,24521.92
39345,RICMAN,2021-05-07,39794.07
39346,SAUL,2021-05-07,37686.39
39347,SIPAN - Y,2021-05-07,138317.39
39348,TAMBOS LIMA,2021-05-07,284039.08
39349,CURTIS NORTE,2021-05-08,4713.38
39350,DIPSA-ANDAHUAYLAS,2021-05-08,134852.77
39351,DROGUERIA SAN MARTIN,2021-05-08,52889.14
39352,PANAM,2021-05-08,30297.75
39353,CODIFER,2021-05-10,65085.07
39354,CODIJISA - CHIMBOTE,2021-05-10,29476.52
39355,CORPORACION_VEGA,2021-05-10,18130.36
39356,DIJISA - LIMA,2021-05-10,13010.84
39357,EDUFARMA MERCADO,2021-05-10,124275.03
39358,LYG-CD_SAC,2021-05-10,164900.4
39359,MELVIN MICHEL AL,2021-05-10,152905.4
39360,SAN JUAN,2021-05-10,78550.36
39361,VEGA - CENTRO,2021-05-10,34070.25
39362,CODIJISA - PIURA,2021-05-11,71724.58
39364,CURTIS ESTE,2021-05-11,12743.37
39365,DIPSA-ABANCAY,2021-05-11,11749.01
39367,KONSUMASS,2021-05-11,55315.84
39368,LA GENOVESA - MOQUEGUA,2021-05-11,2839.14
39369,RODAMEOS,2021-05-11,27578.81
39370,SODALES,2021-05-11,128394.5
39371,TAMBOS AQP,2021-05-11,43691.61
39374,CALLAYUC,2021-05-12,106417.25
39376,DIJISA - ICA,2021-05-12,18298.57
39377,DROGUERIA SAN MARTIN,2021-05-12,95870.73
39379,P&PJ CHINCHA,2021-05-12,149587.23
39380,AGA - TARAPOTO,2021-05-13,32006.14
39381,ARCANGEL,2021-05-13,50222.11
39382,EUROVA,2021-05-13,252380.83
39383,LIDER - CHEPEN,2021-05-13,4633.26
39384,CHUPACA BUSINESS,2021-05-14,39205.65
39385,LA GENOVESA - ILO,2021-05-14,4303.09
39387,DIJISA - CHINCHA,2021-05-15,8159.48
39388,FERROL,2021-05-15,45688.55
39389,JRC - NAZCA,2021-05-15,10099.84
39391,URBANO,2021-05-15,128332.45
39392,CALLAYUC,2021-05-17,118523.65
39393,CURTIS NORTE,2021-05-17,6692.81
39394,PANAM,2021-05-17,72857.09
39397,GIANELA,2021-05-18,38446.53
39398,LANCERO - TINGO MARIA,2021-05-18,3519.52
39399,MOLISAC,2021-05-18,60722.37
39401,STA APOLONIA - CH,2021-05-18,47421.49
39402,TAYMI,2021-05-18,378527.55
39403,ZV,2021-05-18,145304.03
39404,CODIJISA - CHIMBOTE,2021-05-19,11539.46
39405,CORPORACION_VEGA,2021-05-19,11316.47
39406,LYG-CD_SAC,2021-05-19,111874.3
39407,STA APOLONIA - T,2021-05-19,87572.25
39409,DIPSA-ABANCAY,2021-05-20,2954.49
39410,RODAMEOS,2021-05-20,28252.96
39411,SODALES,2021-05-20,224332.33
39412,URBANO,2021-05-20,116209.38
39414,CALLAYUC,2021-05-21,232805.08
39415,CASA GRANDE,2021-05-21,185094.01
39417,DISART,2021-05-21,388012.79
39418,LA GENOVESA - TACNA,2021-05-21,16172.3
39419,ARCANGEL,2021-05-22,44890.55
39420,MYG,2021-05-22,9643.02
39421,VEGA - NORTE,2021-05-22,72806.58
39422,5M DISTRIBUCIONES,2021-05-24,1907.82
39423,MYL_HERMANOS,2021-05-24,133554.6
39424,URBANO,2021-05-24,145083.64
39425,CODIJISA - TRUJILLO,2021-05-25,42660.43
39426,DIJISA - HUANCAYO,2021-05-25,25800.03
39427,EDUSA,2021-05-25,24847.36
39428,LANCERO - PUCALLPA,2021-05-25,11905.59
39429,MARRACHE,2021-05-25,123131.07
39431,AGA - JAEN,2021-05-26,13892.72
39432,DIPSA-AYACUCHO,2021-05-26,172550.28
39433,DISART,2021-05-26,318903.56
39434,JRC - ICA,2021-05-26,64936.76
39435,VEGA - SUR,2021-05-26,24677.46
39438,ALMACENES_SEVILLANO,2021-05-27,2551.1
39439,DISTRIBUIDORA CCM,2021-05-27,507605.51
39440,LANCERO - TINGO MARIA,2021-05-27,7880.85
39441,LIDER - TRUJILLO,2021-05-27,3974.68
39443,TAYMI,2021-05-27,182319.75
39444,TEMMY,2021-05-27,33132.76
39445,ZV,2021-05-27,139616.22
39446,5M DISTRIBUCIONES,2021-05-28,1964.81
39448,ECONOMYSA,2021-05-28,68026.17
39450,STA APOLONIA - T,2021-05-28,130118.71
39451,VEGA - ESTE,2021-05-28,33536.66
39452,DACIA - LIMA,2021-05-29,25489.92
39453,LAGUI,2021-05-29,23370.76
39454,DICOBELSA - LIMA,2021-05-31,35099.79
39455,DISTRIBUIDORA CCM,2021-05-31,1667374.17
39456,DYCART,2021-05-31,960503.53
39457,GUMISA - HUARAZ,2021-05-31,111068.87
39458,LANCERO - HUANUCO,2021-05-31,9834.27
39459,MYG,2021-05-31,30696.57
39460,VEGA - NORTE,2021-05-31,63323.73
39461,PATITA SAC,2021-06-01,39514.19
39462,RICMAN,2021-06-01,66532.05
39463,SAUL,2021-06-01,68292.66
39464,TAMBOS LIMA,2021-06-01,514.58
39465,TCA SAC,2021-06-01,45771.53
39466,DIPSA-ANDAHUAYLAS,2021-06-02,93982.09
39468,MYL_HERMANOS,2021-06-02,211263.1
39469,LANCERO - LA MERCED,2021-06-03,1430.24
39470,LANCERO - PUCALLPA,2021-06-03,21297.77
39471,AGA - JAEN,2021-06-04,23913.81
39472,CODIFER,2021-06-04,40463.62
39473,DIJISA - LIMA,2021-06-04,15762.43
39474,DIPSA-AYACUCHO,2021-06-04,142958.93
39475,EDUFARMA MERCADO,2021-06-04,112581.1
39476,JRC - ICA,2021-06-04,46059.73
39477,MELVIN MICHEL AL,2021-06-04,296785.24
39478,SAN JUAN,2021-06-04,49573.11
39479,VEGA - CENTRO,2021-06-04,37340.59
39480,VEGA - SUR,2021-06-04,25819.21
39481,ALMACENES_SEVILLANO,2021-06-05,358.0
39482,CODIJISA - PIURA,2021-06-05,106124.7
39483,CURTIS ESTE,2021-06-05,20714.42
39484,DISTRIBUIDORA CCM,2021-06-05,598006.78
39485,DYCART,2021-06-05,422743.42
39486,KONSUMASS,2021-06-05,65832.14
39487,GIANELA,2020-11-30,77188.96
39488,RODAMEOS,2020-11-30,176471.53
39489,STA APOLONIA - CH,2020-11-30,116363.89
39490,VEGA - ESTE,2020-11-30,19445.4
39491,ARCANGEL,2020-12-01,46309.1
39493,DIPSA-ANDAHUAYLAS,2020-12-01,107184.33
39494,DIPSA-AYACUCHO,2020-12-01,96891.37
39495,RODAMEOS,2020-12-01,20359.49
39497,DYCART,2020-12-02,198177.53
39498,EDUFARMA MERCADO,2020-12-03,205936.74
39499,SAUL,2020-12-03,44974.16
39500,CODIFER,2020-12-04,48174.98
39501,DICOBELSA - LIMA,2020-12-04,27764.45
39502,GUMISA - HUARAZ,2020-12-04,41290.35
39503,LANCERO - LA MERCED,2020-12-04,2445.0
39504,MARRACHE,2020-12-04,53016.81
39505,VEGA - CENTRO,2020-12-04,34657.97
39506,CODIFER,2020-12-05,40651.63
39507,CODIJISA - TRUJILLO,2020-12-05,56749.63
39508,DICOBELSA - LIMA,2020-12-05,32740.81
39509,DIJISA - ICA,2020-12-05,14402.3
39510,DROGUERIA SAN MARTIN,2020-12-05,32194.5
39511,LANCERO - TINGO MARIA,2020-12-05,11809.95
39512,RICMAN,2020-12-05,64732.71
39513,TAYMI,2020-12-05,183829.94
39514,VEGA - CENTRO,2020-12-05,39258.45
39515,CURTIS ESTE,2020-12-07,16534.95
39516,DIJISA - LIMA,2020-12-07,16503.08
39517,EUROVA,2020-12-07,454232.54
39518,SAN JUAN,2020-12-07,78443.4
39519,TAMBOS LIMA,2020-12-07,426517.25
